SITE,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_AridityIndex,CHELSA_BIO_FrostChangeFrequency,CHELSA_BIO_GrowingDegreeDaysHeatSum_gt0degrees,CHELSA_BIO_GrowingDegreeDays_gt0degrees,CHELSA_BIO_GrowingDegreeDays_gt10degrees,CHELSA_BIO_GrowingDegreeDays_gt5degrees,CHELSA_BIO_GrowingDegreeDaystSumHeatSum_gt10degrees,CHELSA_BIO_GrowingDegreeDaystSumHeatSum_gt5degrees,CHELSA_BIO_GrowingSeasonLength,CHELSA_BIO_GrowingSeasonPrecipitationSum,CHELSA_BIO_GrowingSeasonTemperatureMean,CHELSA_BIO_Isothermality,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_MaximumMonthlyMoisture_Index,CHELSA_BIO_MaximumMonthlyPotential_Evapotranspiration,CHELSA_BIO_MaximumMonthlyVaporPressureDeficit,CHELSA_BIO_MaximumSurfaceDownwellingShortwave,CHELSA_BIO_MeanMonthlyMoisture_Index,CHELSA_BIO_MeanMonthlyPotential_Evapotranspiration,CHELSA_BIO_MeanMonthlyVaporPressureDeficit,CHELSA_BIO_MeanSurfaceDownwellingShortwave,CHELSA_BIO_Mean_Diurnal_Range,CHELSA_BIO_Mean_Temperature_of_Coldest_Quarter,CHELSA_BIO_Mean_Temperature_of_Driest_Quarter,CHELSA_BIO_Mean_Temperature_of_Warmest_Quarter,CHELSA_BIO_Mean_Temperature_of_Wettest_Quarter,CHELSA_BIO_Min_Temperature_of_Coldest_Month,CHELSA_BIO_MinimumMonthlyMoisture_Index,CHELSA_BIO_MinimumMonthlyPotential_Evapotranspiration,CHELSA_BIO_MinimumMonthlyVaporPressureDeficit,CHELSA_BIO_MinimumSurfaceDownwellingShortwave,CHELSA_BIO_NPP,CHELSA_BIO_Precipitation_Seasonality,CHELSA_BIO_Precipitation_of_Coldest_Quarter,CHELSA_BIO_Precipitation_of_Driest_Month,CHELSA_BIO_Precipitation_of_Driest_Quarter,CHELSA_BIO_Precipitation_of_Warmest_Quarter,CHELSA_BIO_Precipitation_of_Wettest_Month,CHELSA_BIO_Precipitation_of_Wettest_Quarter,CHELSA_BIO_SnowCoverDays,CHELSA_BIO_SnowWaterEquivalent,CHELSA_BIO_Temperature_Annual_Range,CHELSA_BIO_Temperature_Seasonality,EarthEnv_CloudCover_Mean,EarthEnv_CloudCover_SD,EarthEnv_CloudCover_intraAnnualSD,EarthEnv_CloudCover_seasonalCloudConcentration,EarthEnv_CloudCover_seasonalCloudConcentration_peakTime,EarthEnv_Texture_CoOfVar_EVI,EarthEnv_Texture_Contrast_EVI,EarthEnv_Texture_Correlation_EVI,EarthEnv_Texture_Dissimilarity_EVI,EarthEnv_Texture_Entropy_EVI,EarthEnv_Texture_Homogeneity_EVI,EarthEnv_Texture_Maximum_EVI,EarthEnv_Texture_Range_EVI,EarthEnv_Texture_Shannon_Index,EarthEnv_Texture_Simpson_Index,EarthEnv_Texture_Std_EVI,EarthEnv_Texture_Uniformity_EVI,EarthEnv_Texture_Variance_EVI,SBIO_0_5cm_Annual_Mean_Temperature,SBIO_0_5cm_Isothermality,SBIO_0_5cm_Max_Temperature_of_Warmest_Month,SBIO_0_5cm_Mean_Diurnal_Range,SBIO_0_5cm_Mean_Temperature_of_Coldest_Quarter,SBIO_0_5cm_Mean_Temperature_of_Driest_Quarter,SBIO_0_5cm_Mean_Temperature_of_Warmest_Quarter,SBIO_0_5cm_Mean_Temperature_of_Wettest_Quarter,SBIO_0_5cm_Min_Temperature_of_Coldest_Month,SBIO_0_5cm_Temperature_Annual_Range,SBIO_0_5cm_Temperature_Seasonality,SBIO_5_15cm_Annual_Mean_Temperature,SBIO_5_15cm_Isothermality,SBIO_5_15cm_Max_Temperature_of_Warmest_Month,SBIO_5_15cm_Mean_Diurnal_Range,SBIO_5_15cm_Mean_Temperature_of_Coldest_Quarter,SBIO_5_15cm_Mean_Temperature_of_Driest_Quarter,SBIO_5_15cm_Mean_Temperature_of_Warmest_Quarter,SBIO_5_15cm_Mean_Temperature_of_Wettest_Quarter,SBIO_5_15cm_Min_Temperature_of_Coldest_Month,SBIO_5_15cm_Temperature_Annual_Range,SBIO_5_15cm_Temperature_Seasonality,SG_Bulk_density_0_5cm,SG_Bulk_density_100_200cm,SG_Bulk_density_15_30cm,SG_Bulk_density_30_60cm,SG_Bulk_density_5_15cm,SG_Bulk_density_60_100cm,SG_CEC_0_5cm,SG_CEC_100_200cm,SG_CEC_15_30cm,SG_CEC_30_60cm,SG_CEC_5_15cm,SG_CEC_60_100cm,SG_Clay_Content_0_5cm,SG_Clay_Content_100_200cm,SG_Clay_Content_15_30cm,SG_Clay_Content_30_60cm,SG_Clay_Content_5_15cm,SG_Clay_Content_60_100cm,SG_Coarse_fragments_0_5cm,SG_Coarse_fragments_100_200cm,SG_Coarse_fragments_15_30cm,SG_Coarse_fragments_30_60cm,SG_Coarse_fragments_5_15cm,SG_Coarse_fragments_60_100cm,SG_Nitrogen_Content_0_5cm,SG_Nitrogen_Content_100_200cm,SG_Nitrogen_Content_15_30cm,SG_Nitrogen_Content_30_60cm,SG_Nitrogen_Content_5_15cm,SG_Nitrogen_Content_60_100cm,SG_SOC_Content_0_5cm,SG_SOC_Content_100_200cm,SG_SOC_Content_15_30cm,SG_SOC_Content_30_60cm,SG_SOC_Content_5_15cm,SG_SOC_Content_60_100cm,SG_SOC_Density_0_5cm,SG_SOC_Density_100_200cm,SG_SOC_Density_15_30cm,SG_SOC_Density_30_60cm,SG_SOC_Density_5_15cm,SG_SOC_Density_60_100cm,SG_SOC_stocks_15_30cm,SG_Sand_Content_0_5cm,SG_Sand_Content_100_200cm,SG_Sand_Content_15_30cm,SG_Sand_Content_30_60cm,SG_Sand_Content_5_15cm,SG_Sand_Content_60_100cm,SG_Silt_Content_0_5cm,SG_Silt_Content_100_200cm,SG_Silt_Content_15_30cm,SG_Silt_Content_30_60cm,SG_Silt_Content_5_15cm,SG_Silt_Content_60_100cm,SG_Soil_pH_0_5cm,SG_Soil_pH_100_200cm,SG_Soil_pH_15_30cm,SG_Soil_pH_30_60cm,SG_Soil_pH_5_15cm,SG_Soil_pH_60_100cm,WorldClim2_BIO_Annual_Mean_Temperature,WorldClim2_BIO_Annual_Precipitation,WorldClim2_BIO_Isothermality,WorldClim2_BIO_Max_Temperature_of_Warmest_Month,WorldClim2_BIO_Mean_Diurnal_Range,WorldClim2_BIO_Mean_Temperature_of_Coldest_Quarter,WorldClim2_BIO_Mean_Temperature_of_Driest_Quarter,WorldClim2_BIO_Mean_Temperature_of_Warmest_Quarter,WorldClim2_BIO_Mean_Temperature_of_Wettest_Quarter,WorldClim2_BIO_Min_Temperature_of_Coldest_Month,WorldClim2_BIO_Precipitation_Seasonality,WorldClim2_BIO_Precipitation_of_Coldest_Quarter,WorldClim2_BIO_Precipitation_of_Driest_Month,WorldClim2_BIO_Precipitation_of_Driest_Quarter,WorldClim2_BIO_Precipitation_of_Warmest_Quarter,WorldClim2_BIO_Precipitation_of_Wettest_Month,WorldClim2_BIO_Precipitation_of_Wettest_Quarter,WorldClim2_BIO_Temperature_Annual_Range,WorldClim2_BIO_Temperature_Seasonality
PJS,2832,6569.949707,-1680.370361,75.03318024,41696.58984,266.9500122,193,228,18851.03906,29375.9082,250.9665375,6274.933105,2897.016846,2.040502548,3011.016846,189.0602875,15717.36133,11758.13379,21220.93359,-397.5045166,9275.045898,6673.234863,15374.93359,83.01673126,2679.966797,2679.966797,2970.000244,2970.000244,2605.966553,-924.989624,2460.768555,1750.88269,7789.01709,10297.93359,1071.983521,152.0000763,42,152.0000763,4289.966309,1834.983276,4289.966309,91.36804962,97.61878967,405.0502625,11335.87305,4464,991,1129,160,1826,3636,2097051,-655,122347,22907,697,1213,3578,20870,8634,1093,1186,925527,11.68844128,18.61199951,29.87837601,6.275331974,-0.924056232,-0.924056232,24.20162582,24.20162582,-3.838219404,33.7165947,999.2053223,10.82579899,10.67463779,25.69179153,2.991803408,0.165488213,0.165488213,22.41927147,22.41927147,-2.33542037,28.02721214,906.4951172,137.1631317,140.9490204,142.3225555,141.2279053,135.8661194,140.683609,227.784668,186.78685,206.1652679,205.8534088,211.4017944,198.659729,303.4839783,321.1806946,323.0878601,343.1077881,316.1375427,327.7175903,126.8966827,151.9015961,128.3535004,137.9464569,123.4078751,141.8878784,1792.961914,765.7490845,1204.208252,959.6950684,1073.770142,801.5296021,266.6587219,148.6638641,113.9004745,112.8496933,120.8673172,105.5955963,270.8825073,155.9710236,160.5131683,143.1510925,182.8782959,127.3514175,35.45792389,192.1252747,198.2423706,179.9135895,174.0695648,185.3512726,195.9190674,504.3853149,480.5831909,496.815033,482.8494568,498.5112,476.4155884,79.9631958,80.01669312,80.87503815,79.96213531,80.59143066,79.69631958,9.100000381,582,22.00803185,27.60000038,9.133333206,-6.733333111,-6.733333111,23.21666718,23.21666718,-13.89999962,111.3979111,14,4,14,383,169,383,41.5,1213.720825
PYH,2918.983154,18080.07031,1.736000419,0,68567.92969,365,280.9499512,365,34123.23047,50317.92578,365,18080.07031,2919,2.190000057,3056.016357,1439.350464,19048.40625,16624.53125,20160.76563,360.3165588,11025.7373,9587.78418,14254.17773,65,2807.983154,2874,3020.983398,2962,2759.983154,-652.9837036,5080.02002,3903.950928,9319.542969,20568.61914,511.983551,2594.150391,478.0333252,2067.150146,6393.484863,2937.184082,7743.401855,0,65535,296.0332642,8316.154297,6223,1122,1051,104,1212,,,,,,,,,,,,,,18.66429901,25.27042198,34.75296783,8.14943409,7.225892544,9.275453568,28.90807724,23.2357254,2.50406599,32.24890518,843.307373,17.54301643,19.44041252,30.63346481,5.02611351,7.781158924,9.732336998,26.72467232,20.67960739,4.779519558,25.85394478,745.4208374,120.5711975,151.5933228,142.4077148,147.5598907,127.9299622,150.6130524,200.1277771,161.7488098,165.1530762,164.8513336,168.2332001,167.7493591,316.9595032,356.8294373,339.1419983,353.6898499,327.379425,369.8519592,113.7033005,120.1911392,113.5921402,118.3481522,114.327713,126.5936127,2504.879639,624.4129028,1029.214722,689.7102661,1314.339722,692.5632324,274.246582,64.87985992,106.7604904,68.86981201,154.6168671,68.93115234,395.6129456,62.93478394,199.0922089,127.2977676,249.2601166,97.72967529,46.47192001,234.3809967,203.6279449,227.9856567,215.7060089,231.1104279,200.4506531,448.4221497,439.6975403,432.9767456,430.9013062,441.2741394,429.6509094,56.02850342,57.41746902,56.95392227,56.78401947,56.02850342,57.57208633,17.65416718,1578,23.89785004,33,7.408333302,6.666666508,8.800000191,27.88333321,21.71666718,2,58.4295578,201,42,165,537,284,732,31,867.1333618
QWC,2816.999756,2481.947998,0.238074005,132.9832764,35247.60156,270,179,224.9832764,12773.97266,22897.9082,55.01652145,2425.947998,2879.999756,3.159832716,2997,-252.18367,15145.55566,12527.40625,23035.0332,-671.3005981,8729.987305,6651.678223,17307.11914,123,2689.999756,2698.999756,2932.983154,2932.983154,2608,-1060.450684,2642.703369,1994.864746,10484.05371,4405.930176,895.0164185,56,12,54.98327255,1402.982178,516.9827881,1402.982178,78,27,389,9432.768555,4684,941,1065,148,2033,2279,314002,3046,40887,28864,2798,950,1635,21840,8738,504,589,240187,9.313594818,26.6194725,27.78013611,8.787342072,-0.530132115,-0.401869357,19.97372246,17.96023178,-5.230819225,33.01095581,821.2272949,9.763484001,17.79036522,24.59314919,5.058879375,1.657196522,2.004589081,19.51290894,18.24397469,-3.842913151,28.43606186,720.8123779,130.5154419,143.1146088,135.5411835,138.3648834,133.1231079,139.9729767,168.1940155,129.9854736,137.3577118,127.4676819,142.5274963,124.6735611,167.0032349,204.3768158,195.4405823,208.2350159,169.0256348,196.5477905,173.1393433,240.867981,178.5119781,185.1398621,163.8593292,213.9298706,2240.876953,542.8228149,1076.625854,897.0004272,1318.834473,624.5563965,153.1908417,35.44233322,93.88252258,62.32347107,99.2482605,42.65759277,194.4667053,42.99313354,145.1046753,82.63253021,144.875351,52.73805618,28.89470291,260.5913086,238.2302704,228.887619,222.3314056,249.102356,233.8718719,572.3061523,557.2869263,575.725647,569.473999,581.8022461,569.6044922,81.8279953,83,82.44155121,82.58854675,82,83.06619263,7.445833206,292,31.68296623,26.60000038,12.95833302,-5.616666794,-5.616666794,19.14999962,17.86666679,-14.30000019,94.83148956,3,0,3,166,69,173,40.90000153,1001.195801
REG,2740,9114.748047,1.19289887,125.0335312,16188,205,77,157,1056,7087,175,7826.480957,2820,3.520167351,2897,447.3329163,13156.20117,5515.967773,24865.18945,-75.85023499,8065.834961,3160.033936,18785.57227,135,2619,2619,2842,2842,2515,-509.8832703,2666.369873,991.1170044,12764.07227,6871,793.9996948,251.0665741,54,251.0665741,4513.814941,1597.249268,4513.814941,176,311.0501404,382,8809.830078,5423,1006,1329,149,1810,865,327368,1676,42391,27770,2568,1485,1452,22730,8788,433,796,192100,3.923518181,31.08265305,14.5358839,5.804660797,-1.071607709,-0.609608233,10.14475346,10.14475346,-4.139036655,18.67492104,457.9399719,4.015416145,22.96751976,12.38224125,3.464009762,-0.260377854,1.098358512,10.06591129,10.06591129,-2.699969769,15.08221149,419.4293213,109.575737,131.4407043,121.7166443,126.7415237,114.201088,130.7498779,297.2860107,209.753891,233.2071991,228.857254,244.6115265,230.9813538,147.0525818,147.5205231,138.0771332,155.3540344,135.5309448,151.034317,125.2372131,200.7897491,133.4732819,156.7259674,124.4051819,192.5063477,6216.936523,2342.262207,4059.293945,3677.981689,4466.376465,2875.424561,740.8966064,460.6089478,739.4561157,525.2580566,435.1351013,453.5850525,464.9692993,79.92723083,236.6195984,160.6286621,412.265625,89.93205261,96.70722198,476.2015686,466.9889526,475.5782471,469.5631104,483.7778931,488.541687,376.835083,385.3531189,386.276062,375.1278992,380.6100464,360.2804565,66.09134674,68.39723206,65.88134766,66.06671143,66.75337982,66.95838928,2.629166603,699,41.69020844,17.79999924,14.75833321,-6.466666698,-6.466666698,10.78333378,10.25,-17.60000038,83.46910095,16,3,16,347,123,349,35.40000153,698.0148926
YC,2827,1209.915894,0.104385309,138.9997253,39529.53125,268,189,228,16750.56641,27173.54883,23,1168.915894,2894,3.230165243,3033,-208.014267,17004.33594,15746.63672,24657.45117,-853.0450439,9517.266602,8031.28418,18004.16797,142,2683,2683,2958,2958,2594.999756,-1479.025635,2197.177246,1931.849609,9807.916016,2235.832031,874.0164185,41,13,41,686.9661865,251.9667511,686.9661865,78,23,438.0002747,10702.43262,3919,1078,946,142,1838,1028,102533,1651,23261,25994,3878,1550,966,19351,8310,264,863,67833,10.6698122,21.71100044,32.38299179,8.182822227,-1.419208884,-1.419208884,23.31135368,21.14450264,-5.306764126,37.68975449,986.1033936,11.81601143,9.603655815,26.38750267,2.870787859,1.64700675,1.64700675,22.78497314,21.25471878,-3.505152225,29.89265633,851.0234985,141.9679565,157.062561,144.7746735,151.5780487,142.9084473,153.5597687,165.3269958,148.8590698,141.3253632,138.8464508,144.8215332,136.3420715,260.6339722,211.1638184,231.6621704,223.5389252,252.7772217,228.2774963,99.00747681,137.9388275,101.7865372,107.0138168,102.0586929,117.4231949,1659.751831,437.4638977,811.7721558,674.8202515,1053.797363,449.9764404,102.1074982,31.90153313,60.41749191,64.12709045,80.55807495,34.42523956,146.7104797,49.98976517,117.6359482,68.90055084,109.2378922,46.7363205,23.20715141,420.513031,428.2043457,430.1158752,417.1330566,414.7075195,416.7083435,318.8247986,360.511322,338.3040161,359.2719116,332.7579346,355.117157,82.09005737,83.21102905,82.6967926,82.95310974,82.77200317,83.251297,7.554166794,150,33.0813942,27.5,14.22499943,-6.483333111,-6.483333111,20.01666641,18.86666679,-15.5,85.4263916,5,1,5,83,36,85,43,1069.731201
SYH,2891.96582,5251.48584,0.452364296,67.06762695,58737.06641,365,246.9659119,295.9988708,28523.55859,42052.60156,136.983551,5251.48584,2919.949463,2.740332603,3054.96582,-311.3207397,17422.28906,16493.32227,21389.6543,-628.203186,10492.84863,9251.039063,15443.33789,96,2765.999268,2765.999268,3006.96582,2990.96582,2703.982666,-1143.994141,3969.800537,3209.634277,9369.933594,8562.936523,741.0332642,228.8998413,57.96674728,228.8998413,2581.30127,1075.700439,2702.217773,0,65535,350.9831848,9299.482422,5673,1051,402,27,1321,3121,1236750,-4785,99750,14421,685,2750,2149,20794,8750,731,2750,414994,15.76502705,27.47154427,33.08424377,8.907747269,4.251635551,4.251635551,26.69842911,24.67698097,0.658885062,32.42535782,874.3670654,14.40196991,19.36606789,28.923563,5.213614941,3.889210701,3.889210701,24.41386604,23.02498055,2.002174616,26.92138863,806.4805908,123.4711304,145.9009247,135.9012299,141.7843475,127.053894,144.0187073,215.5102539,177.9998474,183.386322,181.1670685,196.7225342,177.7753296,177.6635437,216.1343231,203.9029083,220.8146515,193.3668213,206.8617096,135.9443054,183.243042,152.3418884,161.7275848,141.1792145,172.5325165,1498.838745,451.6884766,839.9691162,574.0397339,911.5285034,484.8990784,383.5626526,115.1248322,217.4438324,135.56987,239.7043915,113.6222382,245.0430145,43.00233078,149.8075562,87.84204102,182.1873627,62.34132385,33.82256317,365.9334412,336.538208,355.587677,344.394043,358.6165466,362.598938,456.4081116,447.5802612,440.4880371,434.9414063,447.8595886,430.7006836,77.50662994,80.79469299,79.12585449,79.82303619,78.75898743,80.60868835,14.1833334,589,29.02066422,32,10.76666641,1.51666677,1.51666677,26.06666565,24.54999924,-5.099999905,70.03354645,26,8,26,256,110,292,37.09999847,988.6154785
TG,2901,11808.50879,1.408188343,0,62012,365,258,329,29485,43942,365,11808.50879,2901,1.560002804,3044,160.8831787,19897.57813,14951.87988,18893.06641,-244.1167908,11981.79688,8352.016602,14471.96582,46,2788,2810,3006,3006,2750.983154,-574.1170044,5533.015625,3390.033203,9375,15910.62695,427.0335388,1758.681641,399.9162903,1651.748413,4881.581543,1832.849243,4881.581543,0,65535,293.0167236,8505,5608,886,1936,119,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.54583359,1019,18.49045944,30.20000076,5.491666794,4.466666698,11.90000057,26.10000038,26.10000038,0.5,52.68336105,139,34,108,437,164,437,29.70000076,883.6455078
TH,2930.950195,21681.93359,1.880145192,0,73024.75,365,329.8674927,365,36700.59375,54774.75,365,21681.93359,2931.93335,2.730495691,3046.916992,3028.29541,16948.16406,15109.15039,17380.23047,620.3764648,11284.8125,9769.482422,12077.87793,71,2836.966553,2854.950195,3012.950195,2968.950195,2786.983154,-655.5223999,6177.029785,4667.849121,7179.643066,22271.57617,682.999939,2517.736816,541.1506958,2207.603027,8591.8125,4546.422852,10916.46582,0,65535,259.9337158,6939.214844,6980,1128,1160,105,1125,459,84674,821,23883,28612,3074,972,814,19822,8517,221,602,46505,19.92549515,21.73548508,31.81214714,5.603948116,10.32665825,12.2318449,28.69000435,23.45891953,6.029662132,25.78248596,723.0794067,19.05215263,15.29464245,29.54397011,3.220569849,10.64203167,12.58695316,26.48262978,21.8754921,8.487121582,21.05684853,630.4171143,124.3573761,148.9569855,137.3563995,144.3402863,129.5405273,148.6058655,215.2861328,148.8574524,171.5397034,171.6028442,180.2246246,159.6245575,322.6971436,424.0770874,375.3477783,395.4224243,327.985321,409.1810608,184.7189484,239.7167816,212.5480194,233.8180237,198.4044037,243.7907562,3280.311035,648.6328125,1184.320557,1010.658569,1827.012695,746.8501587,293.4690552,52.33825302,171.2832642,109.7442551,178.3526459,70.76258087,436.4833679,41.57977676,203.2910156,131.4520264,286.0421143,71.22533417,55.22784805,289.8573914,232.2884827,254.2345123,242.1665497,283.0098572,228.8291931,387.6341553,343.537262,370.663147,362.5776672,389.0465698,361.9241943,60.15948105,60.61460876,61.55288315,61.7053299,60.80223465,61.82686234,19.17916679,1778,27.14371872,32.5,7.491666794,9.583333015,11.5666666,27.76666641,23.04999924,4.900000095,65.85164642,188,47,177,650,336,874,27.60000038,748.3115845
THJS,2806.016357,4280.69873,0.480318159,71,37357.66797,238,177.9834747,208.9834747,16542.48438,26206.46875,102.9498062,4025.732178,2909.983154,2.259831905,3014.016846,-157.2181396,16939.34766,12271.28516,21961.35156,-592.7385254,9348.367188,6467.117188,15376.68457,104,2633,2633,2962.016357,2962.016357,2555,-1260.191406,1783.281616,1135.966431,7155.901367,7189.548828,1066.016724,75.98355103,22,75.98355103,2928.816162,1155.916626,2928.816162,124,87.0165329,459.0167236,12864.33398,4395,918,1660,241,1832,824,120896,290,29243,27403,2523,1125,1004,21697,8734,272,711,68468,9.132009506,15.5570631,29.6205349,6.025920391,-4.493072033,-4.493072033,22.77759361,22.77759361,-9.113771439,38.73430634,1105.039673,10.72926044,11.21243954,28.36200142,3.928747892,0.079911612,1.091740727,23.34883499,23.34883499,-6.67718792,35.03918839,936.4697266,134.3128662,148.368042,137.6553192,140.7444916,136.3416748,146.0131683,225.4470215,197.8644562,241.9698944,228.8731079,217.9937592,215.1230774,190.1207428,195.4486237,179.3653412,198.5153961,197.7047272,192.2195282,142.7007141,218.5674438,149.3276672,172.5505829,140.1103973,201.9265594,3319.813965,457.0421143,1000.989197,692.923645,1133.16687,452.9937744,236.6577759,150.2039185,168.38591,129.5870819,202.6397095,138.7822418,205.2194672,50.20969391,146.5417938,89.40492249,141.9085846,64.06302643,31.95948601,469.9421082,456.9702759,489.9045715,479.9934998,472.6263428,474.4403992,340.019989,347.4771118,330.9543762,321.5519104,329.6186829,333.3363342,78.52433777,82.11844635,79.82238007,81.82143402,78.97947693,82.64516449,6.970833302,473,25.49319839,29.5,12.49166679,-10.78333378,-10.78333378,23.03333282,23.03333282,-19.5,112.196434,8,2,8,319,144,319,49,1370.574585
TLS,2793,1301.150269,0.153236449,58,36692.86328,229.0167999,169.9832611,200.016449,16652.37695,25922.11328,40.04969788,928.0502319,2849.966797,1.990170717,3024.033203,-21.03346443,21099.42969,15956.76855,25365.23438,-899.0340576,10039.37402,6906.201172,15601.0332,96.0167923,2594.016846,2627.983398,2967.983154,2945.983154,2540.033203,-2002.067749,1084.368652,611.1505737,4868.916016,2397.250488,345.9338379,232.0499725,48,189.0499725,431.0002747,196.0002747,450.0002747,144,222.0996704,484.000061,14428.66211,4280,1042,2016,259,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.816666603,141,20.37429428,28.39999962,9.616666794,-11.71666622,-10.53333282,21.36666679,21.36666679,-18.79999924,44.25705719,20,4,15,56,24,56,47.19999695,1352.882935
